HEIGHT,WEIGHT,COUNTRY,LAST ATTENDED,BIRTHDATE,DRAFT,EXPERIENCE,DRAFT,BIRTHDATE,COUNTRY,LAST ATTENDED,EXPERIENCE,name,id
"6'2"" (1.88m)",180lb (82kg),USA,Princeton,"February 22, 1951",1973 R3 Pick 36,1 Year,1973 R3 Pick 36,"February 22, 1951",USA,Princeton,1 Year,Ted Manakas,77451
"6'4"" (1.93m)",205lb (93kg),USA,Oregon State,"October 3, 1919",1947,2 Years,1947,"October 3, 1919",USA,Oregon State,2 Years,John Mandic,77452
"6'3"" (1.91m)",190lb (86kg),Senegal,Vanier,"May 16, 2000",Undrafted,1 Year,Undrafted,"May 16, 2000",Senegal,Vanier,1 Year,Karim Mane,1630211
"5'10"" (1.78m)",195lb (88kg),USA,New York University,"August 25, 1925",Undrafted,1 Year,Undrafted,"August 25, 1925",USA,New York University,1 Year,Frank Mangiapane,77453
"6'8"" (2.03m)",245lb (111kg),USA,Mississippi Valley State,"December 19, 1973",1996 R2 Pick 40,1 Year,1996 R2 Pick 40,"December 19, 1973",USA,Mississippi Valley State,1 Year,Marcus Mann,986
"6'5"" (1.96m)",215lb (98kg),USA,Florida State,28 years,"October 18, 1996",2019 R2 Pick 48,5 Years,2019 R2 Pick 48,"October 18, 1996",USA,Florida State,5 Years,Terance Mann,1629611
"6'3"" (1.91m)",178lb (81kg),USA,Florida,23 years,"February 3, 2001",2021 R1 Pick 18,3 Years,2021 R1 Pick 18,"February 3, 2001",USA,Florida,3 Years,Tre Mann,1630544
"6'10"" (2.08m)",234lb (106kg),USA,Kansas,"May 17, 1966",1988 R1 Pick 1,16 Years,1988 R1 Pick 1,"May 17, 1966",USA,Kansas,16 Years,Danny Manning,330
"6'7"" (2.01m)",210lb (95kg),USA,Jackson State,"January 2, 1944",1967 R8 Pick 80,4 Years,1967 R8 Pick 80,"January 2, 1944",USA,Jackson State,4 Years,Ed Manning,77454
"6'11"" (2.11m)",245lb (111kg),USA,Washington,"June 23, 1970",1993 R2 Pick 40,2 Years,1993 R2 Pick 40,"June 23, 1970",USA,Washington,2 Years,Richard Manning,316
"6'2"" (1.88m)",190lb (86kg),Italy,Arizona,"March 14, 2001",2020 R2 Pick 48,2 Years,2020 R2 Pick 48,"March 14, 2001",Italy,Arizona,2 Years,Nico Mannion,1630185
"6'7"" (2.01m)",190lb (86kg),USA,Utah,"September 22, 1960",1983 R2 Pick 43,6 Years,1983 R2 Pick 43,"September 22, 1960",USA,Utah,6 Years,Pace Mannion,77456
"6'3"" (1.91m)",190lb (86kg),USA,Northwestern,"December 7, 1935",1959 R5 Pick 37,2 Years,1959 R5 Pick 37,"December 7, 1935",USA,Northwestern,2 Years,Nick Mantis,77457
"6'5"" (1.96m)",197lb (89kg),USA,Louisiana State,"June 22, 1947",1970 R1 Pick 3,10 Years,1970 R1 Pick 3,"June 22, 1947",USA,Louisiana State,10 Years,Pete Maravich,77459
"6'0"" (1.83m)",185lb (84kg),USA,Davis & Elkins,"August 20, 1920",Undrafted,1 Year,Undrafted,"August 20, 1920",USA,Davis & Elkins,1 Year,Peter Maravich,77458
"6'6"" (1.98m)",200lb (91kg),USA,Iowa,"September 21, 1992",2014 R2 Pick 56,3 Years,2014 R2 Pick 56,"September 21, 1992",USA,Iowa,3 Years,Devyn Marble,203906
"6'6"" (1.98m)",190lb (86kg),USA,Iowa,"December 13, 1966",1989 R1 Pick 23,2 Years,1989 R1 Pick 23,"December 13, 1966",USA,Iowa,2 Years,Roy Marble,77460
"6'2"" (1.88m)",205lb (93kg),USA,Georgia Tech,"February 20, 1977",1996 R1 Pick 4,14 Years,1996 R1 Pick 4,"February 20, 1977",USA,Georgia Tech,14 Years,Stephon Marbury,950
"6'5"" (1.96m)",200lb (91kg),Lithuania,Statyba,"June 13, 1964",1987 R6 Pick 127,7 Years,1987 R6 Pick 127,"June 13, 1964",Lithuania,Statyba,7 Years,Sarunas Marciulionis,36
"5'11"" (1.8m)",165lb (75kg),USA,Harvard,"September 1, 1924",1947,1 Year,1947,"September 1, 1924",USA,Harvard,1 Year,Saul Mariaschin,77462
"6'6"" (1.98m)",200lb (91kg),USA,Duke,"October 12, 1944",1966 R1 Pick 5,11 Years,1966 R1 Pick 5,"October 12, 1944",USA,Duke,11 Years,Jack Marin,77463
"6'7"" (2.01m)",228lb (103kg),USA,UNLV,"May 7, 1978",1999 R1 Pick 9,16 Years,1999 R1 Pick 9,"May 7, 1978",USA,UNLV,16 Years,Shawn Marion,1890
"7'4"" (2.24m)",290lb (132kg),Serbia,Crvena zvezda,"August 15, 1988",Undrafted,10 Years,Undrafted,"August 15, 1988",Serbia,Crvena zvezda,10 Years,Boban Marjanović,1626246
"7'0"" (2.13m)",240lb (109kg),Finland,Arizona,27 years,"May 22, 1997",2017 R1 Pick 7,7 Years,2017 R1 Pick 7,"May 22, 1997",Finland,Arizona,7 Years,Lauri Markkanen,1628374
"6'10"" (2.08m)",225lb (102kg),Croatia,Cibona,"December 26, 1985",2006 R2 Pick 59,1 Year,2006 R2 Pick 59,"December 26, 1985",Croatia,Cibona,1 Year,Damir Markota,200806
"6'10"" (2.08m)",250lb (113kg),New Zealand,California,"August 23, 1975",1998 R2 Pick 44,11 Years,1998 R2 Pick 44,"August 23, 1975",New Zealand,California,11 Years,Sean Marks,1752
"6'3"" (1.91m)",185lb (84kg),USA,Eastern Michigan,"August 26, 1948",Undrafted,3 Years,Undrafted,"August 26, 1948",USA,Eastern Michigan,3 Years,Harvey Marlatt,77464
"6'3"" (1.91m)",200lb (91kg),USA,Manhattan,"March 10, 1954",1977 R8 Pick 165,1 Year,1977 R8 Pick 165,"March 10, 1954",USA,Manhattan,1 Year,Eric Marsh,77465
"6'7"" (2.01m)",215lb (98kg),USA,Southern California,"April 26, 1946",1968 R11 Pick 136,1 Year,1968 R11 Pick 136,"April 26, 1946",USA,Southern California,1 Year,Jim Marsh,77466
"6'7"" (2.01m)",230lb (104kg),USA,Connecticut,"July 17, 1972",1995 R2 Pick 39,6 Years,1995 R2 Pick 39,"July 17, 1972",USA,Connecticut,6 Years,Donny Marshall,681
"6'9"" (2.06m)",245lb (111kg),USA,Connecticut,"May 18, 1973",1994 R1 Pick 4,16 Years,1994 R1 Pick 4,"May 18, 1973",USA,Connecticut,16 Years,Donyell Marshall,923
"6'4"" (1.93m)",200lb (91kg),USA,North Carolina,"August 19, 1991",2012 R1 Pick 13,5 Years,2012 R1 Pick 13,"August 19, 1991",USA,North Carolina,5 Years,Kendall Marshall,203088
"6'6"" (1.98m)",220lb (100kg),USA,Xavier,26 years,"January 24, 1998",Undrafted,4 Years,Undrafted,"January 24, 1998",USA,Xavier,4 Years,Naji Marshall,1630230
"6'7"" (2.01m)",190lb (86kg),USA,Oakland,"February 20, 1982",Undrafted,3 Years,Undrafted,"February 20, 1982",USA,Oakland,3 Years,Rawle Marshall,101185
"6'4"" (1.93m)",215lb (98kg),USA,Western Kentucky,"January 6, 1931",1954 R1 Pick 7,4 Years,1954 R1 Pick 7,"January 6, 1931",USA,Western Kentucky,4 Years,Tom Marshall,77467
"6'7"" (2.01m)",200lb (91kg),USA,Oklahoma,"December 22, 1948",Undrafted,1 Year,Undrafted,"December 22, 1948",USA,Oklahoma,1 Year,Vester Marshall,77468
"6'7"" (2.01m)",205lb (93kg),USA,Georgetown,"August 16, 1962",1985 R2 Pick 26,3 Years,1985 R2 Pick 26,"August 16, 1962",USA,Georgetown,3 Years,Bill Martin,77481
"7'0"" (2.13m)",250lb (113kg),USA,Minnesota,"October 7, 1969",Undrafted,2 Years,Undrafted,"October 7, 1969",USA,Minnesota,2 Years,Bob Martin,77478
"6'9"" (2.06m)",212lb (96kg),USA,Kansas,"August 18, 1962",1984 R9 Pick 185,1 Year,1984 R9 Pick 185,"August 18, 1962",USA,Kansas,1 Year,Brian Martin,77469
"6'5"" (1.96m)",205lb (93kg),USA,Nevada,29 years,"September 28, 1995",Undrafted,5 Years,Undrafted,"September 28, 1995",USA,Nevada,5 Years,Caleb Martin,1628997
"6'7"" (2.01m)",220lb (100kg),USA,Kansas State,"November 20, 1984",Undrafted,8 Years,Undrafted,"November 20, 1984",USA,Kansas State,8 Years,Cartier Martin,201858
"6'6"" (1.98m)",205lb (93kg),USA,Nevada,29 years,"September 28, 1995",2019 R2 Pick 36,5 Years,2019 R2 Pick 36,"September 28, 1995",USA,Nevada,5 Years,Cody Martin,1628998
"5'11"" (1.8m)",170lb (77kg),USA,UCLA,"March 6, 1971",Undrafted,13 Years,Undrafted,"March 6, 1971",USA,UCLA,13 Years,Darrick Martin,239
"6'7"" (2.01m)",210lb (95kg),USA,Central Missouri,"February 7, 1920",Undrafted,3 Years,Undrafted,"February 7, 1920",USA,Central Missouri,3 Years,Don Martin,77473
"5'8"" (1.73m)",160lb (73kg),USA,Georgetown,"May 25, 1920",Undrafted,2 Years,Undrafted,"May 25, 1920",USA,Georgetown,2 Years,Donald Martin,77471
"6'9"" (2.06m)",220lb (100kg),Spain,Real Madrid,"March 25, 1962",1985 R2 Pick 38,1 Year,1985 R2 Pick 38,"March 25, 1962",Spain,Real Madrid,1 Year,Fernando Martin,77472
"6'10"" (2.08m)",239lb (108kg),USA,Louisiana State,"May 24, 1994",2015 R1 Pick 25,5 Years,2015 R1 Pick 25,"May 24, 1994",USA,Louisiana State,5 Years,Jarell Martin,1626185
"6'6"" (1.98m)",216lb (98kg),USA,Overtime Elite,20 years,"January 28, 2004",Undrafted,Rookie,Undrafted,"January 28, 2004",USA,Overtime Elite,Rookie,Jaylen Martin,1641798
"6'5"" (1.96m)",195lb (88kg),USA,Murray State,"January 14, 1967",1989 R2 Pick 31,2 Years,1989 R2 Pick 31,"January 14, 1967",USA,Murray State,2 Years,Jeff Martin,77474
"6'2"" (1.88m)",185lb (84kg),USA,Memphis,"June 19, 1996",Undrafted,3 Years,Undrafted,"June 19, 1996",USA,Memphis,3 Years,Jeremiah Martin,1629725
"6'5"" (1.96m)",230lb (104kg),USA,Butler,"August 3, 1995",Undrafted,4 Years,Undrafted,"August 3, 1995",USA,Butler,4 Years,Kelan Martin,1629103
"6'9"" (2.06m)",225lb (102kg),USA,Cincinnati,"December 30, 1977",2000 R1 Pick 1,15 Years,2000 R1 Pick 1,"December 30, 1977",USA,Cincinnati,15 Years,Kenyon Martin,2030
"6'7"" (2.01m)",199lb (90kg),USA,Western Carolina,"February 1, 1983",2004 R1 Pick 26,13 Years,2004 R1 Pick 26,"February 1, 1983",USA,Western Carolina,13 Years,Kevin Martin,2755
"6'11"" (2.11m)",208lb (94kg),USA,Loyola-Chicago,"March 26, 1950",1972 R1 Pick 1,4 Years,1972 R1 Pick 1,"March 26, 1950",USA,Loyola-Chicago,4 Years,Larue Martin,77475
"6'6"" (1.98m)",200lb (91kg),USA,St. Joseph's (PA),"July 2, 1964",1986 R1 Pick 16,2 Years,1986 R1 Pick 16,"July 2, 1964",USA,St. Joseph's (PA),2 Years,Mo Martin,77476
"6'3"" (1.91m)",190lb (86kg),USA,Toledo,"April 2, 1928",1954 R4 Pick 29,1 Year,1954 R4 Pick 29,"April 2, 1928",USA,Toledo,1 Year,Phil Martin,77477
"6'2"" (1.88m)",185lb (84kg),USA,St. Bonaventure,"April 11, 1939",1961 R2 Pick 10,1 Year,1961 R2 Pick 10,"April 11, 1939",USA,St. Bonaventure,1 Year,Ronald Martin,77479
"5'10"" (1.78m)",170lb (77kg),USA,Texas,"October 22, 1925",Undrafted,11 Years,Undrafted,"October 22, 1925",USA,Texas,11 Years,Slater Martin,77480
"6'6"" (1.98m)",215lb (98kg),USA,Connecticut,25 years,"March 7, 1999",2022 R2 Pick 51,1 Year,2022 R2 Pick 51,"March 7, 1999",USA,Connecticut,1 Year,Tyrese Martin,1631213
"6'8"" (2.03m)",247lb (112kg),USA,Kentucky,"November 29, 1972",1993 R1 Pick 4,12 Years,1993 R1 Pick 4,"November 29, 1972",USA,Kentucky,12 Years,Jamal Mashburn,469
"5'10"" (1.78m)",174lb (79kg),USA,Canisius,"February 5, 1928",Undrafted,2 Years,Undrafted,"February 5, 1928",USA,Canisius,2 Years,Al Masino,77482
"6'8"" (2.03m)",255lb (116kg),USA,Tennessee State,"December 14, 1966",1988 R3 Pick 53,14 Years,1988 R3 Pick 53,"December 14, 1966",USA,Tennessee State,14 Years,Anthony Mason,193
"6'5"" (1.96m)",222lb (101kg),USA,Oklahoma State,"October 11, 1977",2000 R1 Pick 17,10 Years,2000 R1 Pick 17,"October 11, 1977",USA,Oklahoma State,10 Years,Desmond Mason,2046
"5'11"" (1.8m)",190lb (86kg),USA,Kansas,"April 3, 1994",2017 R2 Pick 34,5 Years,2017 R2 Pick 34,"April 3, 1994",USA,Kansas,5 Years,Frank Mason III,1628412
"6'5"" (1.96m)",205lb (93kg),USA,Virginia,"September 10, 1980",2002 R2 Pick 30,11 Years,2002 R2 Pick 30,"September 10, 1980",USA,Virginia,11 Years,Roger Mason Jr.,2427
"6'9"" (2.06m)",250lb (113kg),USA,Maryland,"July 31, 1967",1990 R2 Pick 43,14 Years,1990 R2 Pick 43,"July 31, 1967",USA,Maryland,14 Years,Tony Massenburg,763
"6'9"" (2.06m)",220lb (100kg),USA,Temple,"October 3, 1948",1969 R3 Pick 40,3 Years,1969 R3 Pick 40,"October 3, 1948",USA,Temple,3 Years,Eddie Mast,77483
"6'8"" (2.03m)",240lb (109kg),USA,Georgia,"August 14, 1996",2018,2 Years,2018,"August 14, 1996",USA,Georgia,2 Years,Yante Maten,1628999
"6'6"" (1.98m)",215lb (98kg),USA,Lipscomb,28 years,"October 24, 1996",Undrafted,5 Years,Undrafted,"October 24, 1996",USA,Lipscomb,5 Years,Garrison Mathews,1629726
"6'10"" (2.08m)",230lb (104kg),Australia,Louisville,"October 8, 1992",Undrafted,1 Year,Undrafted,"October 8, 1992",Australia,Louisville,1 Year,Mangok Mathiang,1628493
"6'4"" (1.93m)",200lb (91kg),USA,Purdue,"July 11, 1995",2018,3 Years,2018,"July 11, 1995",USA,Purdue,3 Years,Dakota Mathias,1629751
"6'5"" (1.96m)",210lb (95kg),Canada,Arizona,22 years,"June 19, 2002",2022 R1 Pick 6,2 Years,2022 R1 Pick 6,"June 19, 2002",Canada,Arizona,2 Years,Bennedict Mathurin,1631097
"6'10"" (2.08m)",231lb (105kg),Bosnia and Herzegovina,Mega Basket,23 years,"March 30, 2001",2022 R2 Pick 52,Rookie,2022 R2 Pick 52,"March 30, 2001",Bosnia and Herzegovina,Mega Basket,Rookie,Karlo Matković,1631255
"6'1"" (1.85m)",170lb (77kg),USA,Wisconsin,"August 24, 1959",1980 R1 Pick 14,9 Years,1980 R1 Pick 14,"August 24, 1959",USA,Wisconsin,9 Years,Wes Matthews,77484
"6'5"" (1.96m)",220lb (100kg),USA,Marquette,"October 14, 1986",Undrafted,16 Years,Undrafted,"October 14, 1986",USA,Marquette,16 Years,Wesley Matthews,202083
"6'4"" (1.93m)",190lb (86kg),USA,Utah State,"February 23, 1923",Undrafted,5 Years,Undrafted,"February 23, 1923",USA,Utah State,5 Years,Ariel Maughan,77485
"6'8"" (2.03m)",250lb (113kg),USA,Texas-El Paso,"February 19, 1969",1992 R2 Pick 28,2 Years,1992 R2 Pick 28,"February 19, 1969",USA,Texas-El Paso,2 Years,Marlon Maxey,77486
"6'2"" (1.88m)",200lb (91kg),USA,Kentucky,24 years,"November 4, 2000",2020 R1 Pick 21,4 Years,2020 R1 Pick 21,"November 4, 2000",USA,Kentucky,4 Years,Tyrese Maxey,1630178
"6'7"" (2.01m)",260lb (118kg),USA,Cincinnati,"February 18, 1983",2005 R1 Pick 26,10 Years,2005 R1 Pick 26,"February 18, 1983",USA,Cincinnati,10 Years,Jason Maxiell,101131
"6'8"" (2.03m)",205lb (93kg),USA,North Carolina-Charlotte,"November 21, 1955",1977 R1 Pick 12,11 Years,1977 R1 Pick 12,"November 21, 1955",USA,North Carolina-Charlotte,11 Years,Cedric Maxwell,77487
"6'4"" (1.93m)",190lb (86kg),USA,Florida,"September 12, 1965",1988 R2 Pick 47,13 Years,1988 R2 Pick 47,"September 12, 1965",USA,Florida,13 Years,Vernon Maxwell,137
"6'4"" (1.93m)",200lb (91kg),USA,Dayton,"January 3, 1946",1968 R3 Pick 30,7 Years,1968 R3 Pick 30,"January 3, 1946",USA,Dayton,7 Years,Don May,77489
"6'6"" (1.98m)",215lb (98kg),USA,Indiana,"March 19, 1954",1976 R1 Pick 2,7 Years,1976 R1 Pick 2,"March 19, 1954",USA,Indiana,7 Years,Scott May,77490
"6'9"" (2.06m)",266lb (121kg),USA,North Carolina,"April 4, 1984",2005 R1 Pick 13,5 Years,2005 R1 Pick 13,"April 4, 1984",USA,North Carolina,5 Years,Sean May,101118
"6'1"" (1.85m)",172lb (78kg),USA,Arkansas,"June 12, 1970",1992 R1 Pick 23,7 Years,1992 R1 Pick 23,"June 12, 1970",USA,Arkansas,7 Years,Lee Mayberry,195
"6'8"" (2.03m)",225lb (102kg),USA,Furman,"March 17, 1953",1975 R2 Pick 22,2 Years,1975 R2 Pick 22,"March 17, 1953",USA,Furman,2 Years,Clyde Mayes,77492
"6'3"" (1.91m)",175lb (79kg),USA,Florida State,"September 9, 1968",Undrafted,1 Year,Undrafted,"September 9, 1968",USA,Florida State,1 Year,Tharon Mayes,77493
"6'7"" (2.01m)",205lb (93kg),USA,Iowa,"October 17, 1957",Undrafted,1 Year,Undrafted,"October 17, 1957",USA,Iowa,1 Year,Bill Mayfield,77495
"6'2"" (1.88m)",185lb (84kg),USA,Tuskegee,"May 11, 1948",1971 R3 Pick 50,1 Year,1971 R3 Pick 50,"May 11, 1948",USA,Tuskegee,1 Year,Ken Mayfield,77494
"6'3"" (1.91m)",175lb (79kg),USA,Virginia Commonwealth,"June 11, 1987",2009 R1 Pick 20,5 Years,2009 R1 Pick 20,"June 11, 1987",USA,Virginia Commonwealth,5 Years,Eric Maynor,201953
"6'5"" (1.96m)",210lb (95kg),USA,Southern California,"November 5, 1987",2008 R1 Pick 3,9 Years,2008 R1 Pick 3,"November 5, 1987",USA,Southern California,9 Years,O.J. Mayo,201564
"6'3"" (1.91m)",205lb (93kg),USA,Louisiana State,"September 5, 1997",2020 R2 Pick 50,5 Years,2020 R2 Pick 50,"September 5, 1997",USA,Louisiana State,5 Years,Skylar Mays,1630219
"6'2"" (1.88m)",190lb (86kg),USA,Texas,"June 19, 1968",1990 R1 Pick 14,3 Years,1990 R1 Pick 14,"June 19, 1968",USA,Texas,3 Years,Travis Mays,77496
"6'3"" (1.91m)",210lb (95kg),USA,Michigan State,"September 23, 1923",Undrafted,1 Year,Undrafted,"September 23, 1923",USA,Michigan State,1 Year,Matt Mazza,77497
"6'8"" (2.03m)",230lb (104kg),Cameroon,UCLA,"September 9, 1986",2008 R2 Pick 37,13 Years,2008 R2 Pick 37,"September 9, 1986",Cameroon,UCLA,13 Years,Luc Mbah a Moute,201601
"7'0"" (2.13m)",255lb (116kg),Belgium,Spirou Charleroi,"December 30, 1980",Undrafted,8 Years,Undrafted,"December 30, 1980",Belgium,Spirou Charleroi,8 Years,DJ Mbenga,2788
"6'9"" (2.06m)",210lb (95kg),USA,North Carolina,"September 25, 1951",1972 R1 Pick 2,14 Years,1972 R1 Pick 2,"September 25, 1951",USA,North Carolina,14 Years,Bob McAdoo,77498
"6'9"" (2.06m)",230lb (104kg),USA,North Carolina,"January 4, 1993",Undrafted,4 Years,Undrafted,"January 4, 1993",USA,North Carolina,4 Years,James Michael McAdoo,203949
"6'3"" (1.91m)",190lb (86kg),USA,Maryland-Eastern Shore,"April 14, 1905",1952,1 Year,1952,"April 14, 1905",USA,Maryland-Eastern Shore,1 Year,Ken McBride,77499
"6'1"" (1.85m)",195lb (88kg),USA,West Virginia,24 years,"September 8, 2000",2021 R2 Pick 36,3 Years,2021 R2 Pick 36,"September 8, 2000",USA,West Virginia,3 Years,Miles McBride,1630540
"6'3"" (1.91m)",195lb (88kg),USA,Duke,20 years,"February 20, 2004",2024 R1 Pick 16,Rookie,2024 R1 Pick 16,"February 20, 2004",USA,Duke,Rookie,Jared McCain,1642272
"6'5"" (1.96m)",190lb (86kg),USA,Tennessee State,"August 17, 1994",2017,2 Years,2017,"August 17, 1994",USA,Tennessee State,2 Years,Tahjere McCall,1628769
"6'3"" (1.91m)",190lb (86kg),USA,Detroit,"June 12, 1991",2013 R2 Pick 36,4 Years,2013 R2 Pick 36,"June 12, 1991",USA,Detroit,4 Years,Ray McCallum,203492
"6'6"" (1.98m)",244lb (111kg),USA,Morehead State,"April 22, 1964",1987 R2 Pick 32,5 Years,1987 R2 Pick 32,"April 22, 1964",USA,Morehead State,5 Years,Bob McCann,737
"6'2"" (1.88m)",178lb (81kg),USA,St. Bonaventure,"July 5, 1935",1957 R1 Pick 5,3 Years,1957 R1 Pick 5,"July 5, 1935",USA,St. Bonaventure,3 Years,Brendan McCann,77500
"6'8"" (2.03m)",240lb (109kg),USA,Purdue,"August 19, 1967",Undrafted,1 Year,Undrafted,"August 19, 1967",USA,Purdue,1 Year,Mel McCants,77502
"6'4"" (1.93m)",215lb (98kg),USA,North Carolina,"September 25, 1984",2005 R1 Pick 14,5 Years,2005 R1 Pick 14,"September 25, 1984",USA,North Carolina,5 Years,Rashad McCants,101119
"5'11"" (1.8m)",180lb (82kg),USA,Seton Hall,"March 2, 1922",Undrafted,2 Years,Undrafted,"March 2, 1922",USA,Seton Hall,2 Years,Mike McCarron,77503
"6'3"" (1.91m)",190lb (86kg),USA,UCLA,"August 25, 1953",1976 R6 Pick 89,3 Years,1976 R6 Pick 89,"August 25, 1953",USA,UCLA,3 Years,Andre McCarter,77504
"6'3"" (1.91m)",175lb (79kg),USA,Drake,"July 26, 1946",1969 R1 Pick 12,3 Years,1969 R1 Pick 12,"July 26, 1946",USA,Drake,3 Years,Willie McCarter,77505
--,--,USA,Wayne State,"April 2, 1905",Undrafted,1 Year,Undrafted,"April 2, 1905",USA,Wayne State,1 Year,Howie McCarty,77507
"6'7"" (2.01m)",200lb (91kg),USA,Southern Mississippi,"August 24, 1975",Undrafted,1 Year,Undrafted,"August 24, 1975",USA,Southern Mississippi,1 Year,Kelly McCarty,1820
"6'10"" (2.08m)",245lb (111kg),USA,Kentucky,"February 1, 1974",1996 R1 Pick 19,10 Years,1996 R1 Pick 19,"February 1, 1974",USA,Kentucky,10 Years,Walter McCarty,962
"6'11"" (2.11m)",235lb (107kg),USA,Marquette,"October 28, 1973",1996 R2 Pick 49,5 Years,1996 R2 Pick 49,"October 28, 1973",USA,Marquette,5 Years,Amal McCaskill,1043
"6'7"" (2.01m)",181lb (82kg),USA,UNLV,"October 25, 1995",2016 R2 Pick 38,6 Years,2016 R2 Pick 38,"October 25, 1995",USA,UNLV,6 Years,Patrick McCaw,1627775
"6'6"" (1.98m)",185lb (84kg),USA,Villanova,"February 7, 1963",1985 R2 Pick 27,1 Year,1985 R2 Pick 27,"February 7, 1963",USA,Villanova,1 Year,Dwayne McClain,77509
"6'1"" (1.85m)",180lb (82kg),USA,Tennessee State,"August 30, 1947",1971 R2 Pick 22,3 Years,1971 R2 Pick 22,"August 30, 1947",USA,Tennessee State,3 Years,Ted 'Hound Dog' McClain,77510
"7'0"" (2.13m)",270lb (122kg),USA,Northern Arizona,"April 19, 1977",2000 R2 Pick 53,1 Year,2000 R2 Pick 53,"April 19, 1977",USA,Northern Arizona,1 Year,Dan McClintock,2082
"6'2"" (1.88m)",190lb (86kg),USA,Pennsylvania,"September 19, 1925",Undrafted,1 Year,Undrafted,"September 19, 1925",USA,Pennsylvania,1 Year,Jack McCloskey,77512
"6'8"" (2.03m)",230lb (104kg),USA,Florida State,"May 27, 1967",1989 R1 Pick 7,13 Years,1989 R1 Pick 7,"May 27, 1967",USA,Florida State,13 Years,George McCloud,45
"6'3"" (1.91m)",190lb (86kg),USA,Lehigh,33 years,"September 19, 1991",2013 R1 Pick 10,11 Years,2013 R1 Pick 10,"September 19, 1991",USA,Lehigh,11 Years,CJ McCollum,203468
"6'5"" (1.96m)",195lb (88kg),USA,Northwestern State,"April 9, 1930",1951 R1 Pick 5,1 Year,1951 R1 Pick 5,"April 9, 1930",USA,Northwestern State,1 Year,John McConathy,77513
"5'10"" (1.78m)",170lb (77kg),USA,Marshall,"July 1, 1928",Undrafted,1 Year,Undrafted,"July 1, 1928",USA,Marshall,1 Year,Paul McConnell,77514
--,--,USA,Boston University,26 years,"January 24, 1998",Undrafted,Rookie,Undrafted,"January 24, 1998",USA,Boston University,Rookie,Javante McCoy,1631322
"6'10"" (2.08m)",245lb (111kg),USA,UCLA,"December 6, 1977",1998 R2 Pick 33,9 Years,1998 R2 Pick 33,"December 6, 1977",USA,UCLA,9 Years,Jelani McCoy,1741
"6'5"" (1.96m)",192lb (87kg),USA,Maryland,"May 27, 1984",Undrafted,1 Year,Undrafted,"May 27, 1984",USA,Maryland,1 Year,Chris McCray,200840
"6'8"" (2.03m)",220lb (100kg),USA,Louisville,"August 29, 1961",1983 R1 Pick 3,10 Years,1983 R1 Pick 3,"August 29, 1961",USA,Louisville,10 Years,Rodney McCray,1622
"6'6"" (1.98m)",210lb (95kg),USA,Kansas,23 years,"March 15, 2001",2024 R2 Pick 56,Rookie,2024 R2 Pick 56,"March 15, 2001",USA,Kansas,Rookie,Kevin McCullar Jr.,1641755
"6'9"" (2.06m)",215lb (98kg),USA,Syracuse,"February 5, 1995",2015 R1 Pick 29,4 Years,2015 R1 Pick 29,"February 5, 1995",USA,Syracuse,4 Years,Chris McCullough,1626191
"6'4"" (1.93m)",180lb (82kg),USA,Arkansas,"February 26, 1972",Undrafted,1 Year,Undrafted,"February 26, 1972",USA,Arkansas,1 Year,Clint McDaniel,723
"6'7"" (2.01m)",205lb (93kg),USA,Wichita State,"June 4, 1963",1985 R1 Pick 4,12 Years,1985 R1 Pick 4,"June 4, 1963",USA,Wichita State,12 Years,Xavier McDaniel,1365
"6'9"" (2.06m)",185lb (84kg),USA,Washington,24 years,"September 29, 2000",2020 R1 Pick 28,4 Years,2020 R1 Pick 28,"September 29, 2000",USA,Washington,4 Years,Jaden McDaniels,1630183
"6'9"" (2.06m)",190lb (86kg),USA,San Diego State,26 years,"January 31, 1998",2019 R2 Pick 52,6 Years,2019 R2 Pick 52,"January 31, 1998",USA,San Diego State,6 Years,Jalen McDaniels,1629667
"6'11"" (2.11m)",228lb (103kg),USA,Western Kentucky,"April 2, 1948",1971 R2 Pick 23,5 Years,1971 R2 Pick 23,"April 2, 1948",USA,Western Kentucky,5 Years,Jim McDaniels,77523
"6'6"" (1.98m)",205lb (93kg),USA,Clemson,"February 9, 1993",2014 R2 Pick 32,4 Years,2014 R2 Pick 32,"February 9, 1993",USA,Clemson,4 Years,KJ McDaniels,203909
"6'6"" (1.98m)",225lb (102kg),USA,Creighton,32 years,"January 3, 1992",2014 R1 Pick 11,10 Years,2014 R1 Pick 11,"January 3, 1992",USA,Creighton,10 Years,Doug McDermott,203926
"6'6"" (1.98m)",195lb (88kg),USA,Butler,"November 3, 1996",Undrafted,2 Years,Undrafted,"November 3, 1996",USA,Butler,2 Years,Sean McDermott,1630253
"6'8"" (2.03m)",210lb (95kg),USA,California-Irvine,"July 20, 1962",1984 R3 Pick 50,4 Years,1984 R3 Pick 50,"July 20, 1962",USA,California-Irvine,4 Years,Ben McDonald,77524
"6'10"" (2.08m)",232lb (105kg),USA,New Orleans,"February 13, 1969",1995 R2 Pick 55,1 Year,1995 R2 Pick 55,"February 13, 1969",USA,New Orleans,1 Year,Michael McDonald,1075
"6'9"" (2.06m)",215lb (98kg),USA,Memphis,"November 13, 1959",1981 R5 Pick 102,6 Years,1981 R5 Pick 102,"November 13, 1959",USA,Memphis,6 Years,Hank McDowell,77527
